2024	2024	2024	2024	名詞-数詞			0
は	ワ	ハ	は	助詞-係助詞			
、			、	補助記号-読点			
AI	AI	AI	AI	名詞-普通名詞-一般			0
特化	トッカ	トッカ	特化	名詞-普通名詞-サ変可能			0
の	ノ	ノ	の	助詞-格助詞			
Windows	Windows	Windows	Windows	名詞-普通名詞-一般			0
PC	PC	PC	PC	名詞-普通名詞-一般			0
「			「	補助記号-括弧開			
Copilot	Copilot	Copilot	Copilot	名詞-普通名詞-一般			0
+			＋	補助記号-一般			
PC	PC	PC	PC	名詞-普通名詞-一般			0
」			」	補助記号-括弧閉			
で	デ	デ	で	助詞-格助詞			
、			、	補助記号-読点			
PC	PC	PC	PC	名詞-普通名詞-一般			0
上	ジョー	ジョウ	上	接尾辞-名詞的-副詞可能			
の	ノ	ノ	の	助詞-格助詞			
作業	サギョー	サギョウ	作業	名詞-普通名詞-サ変可能			1
や	ヤ	ヤ	や	助詞-副助詞			
視聴	シチョー	シチョウ	視聴	名詞-普通名詞-サ変可能			0
履歴	リレキ	リレキ	履歴	名詞-普通名詞-一般			0
を	オ	ヲ	を	助詞-格助詞			
すべて	スベテ	スベテ	全て	名詞-普通名詞-副詞可能			1
記録	キロク	キロク	記録	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
検索	ケンサク	ケンサク	検索	名詞-普通名詞-サ変可能			0
できる	デキル	デキル	出来る	動詞-非自立可能	上一段-カ行	連体形-一般	2
機能	キノー	キノウ	機能	名詞-普通名詞-サ変可能			1
「			「	補助記号-括弧開			
Recall	Recall	Recall	Recall	名詞-普通名詞-一般			0
」			」	補助記号-括弧閉			
を	オ	ヲ	を	助詞-格助詞			
発表	ハッピョー	ハッピョウ	発表	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
この	コノ	コノ	此の	連体詞			0
「			「	補助記号-括弧開			
Recall	Recall	Recall	Recall	名詞-普通名詞-一般			0
」			」	補助記号-括弧閉			
が	ガ	ガ	が	助詞-格助詞			
ノート	ノート	ノート	ノート-note	名詞-普通名詞-サ変可能			1
PC	PC	PC	PC	名詞-普通名詞-一般			0
に	ニ	ニ	に	助詞-格助詞			
記録	キロク	キロク	記録	名詞-普通名詞-サ変可能			0
する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	0
すべて	スベテ	スベテ	全て	名詞-普通名詞-副詞可能			1
の	ノ	ノ	の	助詞-格助詞			
情報	ジョーホー	ジョウホウ	情報	名詞-普通名詞-一般			0
を	オ	ヲ	を	助詞-格助詞			
自動	ジドー	ジドウ	自動	名詞-普通名詞-一般			0
的	テキ	テキ	的	接尾辞-形状詞的			
に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	
抽出	チューシュツ	チュウシュツ	抽出	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
表示	ヒョージ	ヒョウジ	表示	名詞-普通名詞-サ変可能			0,1
する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	0
デモ	デモ	デモ	デモ-demo	名詞-普通名詞-サ変可能			1
ツール	ツール	ツール	ツール-tool	名詞-普通名詞-一般			1
「			「	補助記号-括弧開			
TotalRecall	TotalRecall	TotalRecall	TotalRecall	名詞-普通名詞-一般			0
」			」	補助記号-括弧閉			
を	オ	ヲ	を	助詞-格助詞			
、			、	補助記号-読点			
セキュリティ	セキュリティ	セキュリティー	セキュリティー-security	名詞-普通名詞-一般			2
研究	ケンキュー	ケンキュウ	研究	名詞-普通名詞-サ変可能			0
者	シャ	シャ	者	接尾辞-名詞的-一般			
で	デ	デ	で	助詞-格助詞			
ホワイト	ホワイト	ホワイト	ホワイト-white	名詞-普通名詞-一般			2
ハッカー	ハッカー	ハッカー	ハッカー-hacker	名詞-普通名詞-一般			1
で	デ	デ	で	助詞-格助詞			
も	モ	モ	も	助詞-係助詞			
ある	アル	アル	有る	動詞-非自立可能	五段-ラ行	連体形-一般	1
アレックス	アレックス	アレックス	アレックス-外国	名詞-固有名詞-人名-一般			2
・			・	補助記号-一般			
ハーゲナ	ハーゲナ	ハーゲナ	ハーゲナ	名詞-固有名詞-人名-一般			0
氏	シ	シ	氏	接尾辞-名詞的-一般			
が	ガ	ガ	が	助詞-格助詞			
リリース	リリース	リリース	リリース-release	名詞-普通名詞-サ変可能			2
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
GitHub	GitHub	GitHub	GitHub	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
xaitax	xaitax	xaitax	xaitax	名詞-普通名詞-一般			0
/			／	補助記号-一般			
TotalRecall	TotalRecall	TotalRecall	TotalRecall	名詞-普通名詞-一般			0
:			：	補助記号-一般			
This	This	This	This	名詞-普通名詞-一般			0
tool	tool	tool	tool	名詞-普通名詞-一般			0
extracts	extracts	extracts	extracts	名詞-普通名詞-一般			0
and	and	and	and	名詞-普通名詞-一般			0
displays	displays	displays	displays	名詞-普通名詞-一般			0
data	data	data	data	名詞-普通名詞-一般			0
from	from	from	from	名詞-普通名詞-一般			0
the	the	the	the	名詞-普通名詞-一般			0
Recall	Recall	Recall	Recall	名詞-普通名詞-一般			0
feature	feature	feature	feature	名詞-普通名詞-一般			0
in	in	in	in	名詞-普通名詞-一般			0
Windows	Windows	Windows	Windows	名詞-普通名詞-一般			0
11	11	11	11	名詞-数詞			0
,	,	,	,	記号-一般			0
providing	providing	providing	providing	名詞-普通名詞-一般			0
an	an	an	an	名詞-普通名詞-一般			0
easy	easy	easy	easy	名詞-普通名詞-一般			0
way	way	way	way	名詞-普通名詞-一般			0
to	to	to	to	名詞-普通名詞-一般			0
access	access	access	access	名詞-普通名詞-一般			0
information	information	information	information	名詞-普通名詞-一般			0
about	about	about	about	名詞-普通名詞-一般			0
your	your	your	your	名詞-普通名詞-一般			0
PC	PC	PC	PC	名詞-普通名詞-一般			0
'	'	'	'	記号-一般			0
s	s	s	s	名詞-普通名詞-一般			0
activity	activity	activity	activity	名詞-普通名詞-一般			0
snapshots	snapshots	snapshots	snapshots	名詞-普通名詞-一般			0
.			．	補助記号-句点			
https	https	https	https	名詞-普通名詞-一般			0
:			：	補助記号-一般			
/			／	補助記号-一般			
/			／	補助記号-一般			
github	github	github	github	名詞-普通名詞-一般			0
.			．	補助記号-句点			
com	com	com	com	名詞-普通名詞-一般			0
/			／	補助記号-一般			
xaitax	xaitax	xaitax	xaitax	名詞-普通名詞-一般			0
/			／	補助記号-一般			
TotalRecall	TotalRecall	TotalRecall	TotalRecall	名詞-普通名詞-一般			0
Recall	Recall	Recall	Recall	名詞-普通名詞-一般			0
が	ガ	ガ	が	助詞-格助詞			
どんな	ドンナ	ドンナ	どんな	連体詞			1
機能	キノー	キノウ	機能	名詞-普通名詞-サ変可能			1
な	ナ	ダ	だ	助動詞	助動詞-ダ	連体形-一般	
の	ノ	ノ	の	助詞-準体助詞			
か	カ	カ	か	助詞-副助詞			
は	ワ	ハ	は	助詞-係助詞			
以下	イカ	イカ	以下	名詞-普通名詞-一般			1
の	ノ	ノ	の	助詞-格助詞			
記事	キジ	キジ	記事	名詞-普通名詞-一般			1
を	オ	ヲ	を	助詞-格助詞			
読む	ヨム	ヨム	読む	動詞-一般	五段-マ行	終止形-一般	1
と	ト	ト	と	助詞-接続助詞			
よく	ヨク	ヨク	良く	副詞			1
わかり	ワカリ	ワカル	分かる	動詞-一般	五段-ラ行	連用形-一般	2
ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	
。			。	補助記号-句点			
Microsoft	Microsoft	Microsoft	Microsoft	名詞-普通名詞-一般			0
が	ガ	ガ	が	助詞-格助詞			
Windows	Windows	Windows	Windows	名詞-固有名詞-一般			0
11	11	11	11	名詞-数詞			0
の	ノ	ノ	の	助詞-格助詞			
新	シン	シン	新	接頭辞			
AI	AI	AI	AI	名詞-普通名詞-一般			0
機能	キノー	キノウ	機能	名詞-普通名詞-サ変可能			1
「			「	補助記号-括弧開			
Recall	Recall	Recall	Recall	名詞-普通名詞-一般			0
」			」	補助記号-括弧閉			
を	オ	ヲ	を	助詞-格助詞			
発表	ハッピョー	ハッピョウ	発表	名詞-普通名詞-サ変可能			0
、			、	補助記号-読点			
PC	PC	PC	PC	名詞-普通名詞-一般			0
で	デ	デ	で	助詞-格助詞			
見	ミ	ミル	見る	動詞-非自立可能	上一段-マ行	連用形-一般	1
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
もの	モノ	モノ	物	名詞-普通名詞-サ変可能			2,0
行っ	イッ	イク	行く	動詞-非自立可能	五段-カ行	連用形-促音便	0
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
こと	コト	コト	事	名詞-普通名詞-一般			2
を	オ	ヲ	を	助詞-格助詞			
すべて	スベテ	スベテ	全て	名詞-普通名詞-副詞可能			1
記録	キロク	キロク	記録	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
あと	アト	アト	後	名詞-普通名詞-副詞可能			1
から	カラ	カラ	から	助詞-格助詞			
検索	ケンサク	ケンサク	検索	名詞-普通名詞-サ変可能			0
できる	デキル	デキル	出来る	動詞-非自立可能	上一段-カ行	連体形-一般	2
パワフル	パワフル	パワフル	パワフル-powerful	名詞-普通名詞-形状詞可能			1
すぎる	スギル	スギル	過ぎる	動詞-非自立可能	上一段-ガ行	連体形-一般	2
AI	AI	AI	AI	名詞-普通名詞-一般			0
検索	ケンサク	ケンサク	検索	名詞-普通名詞-サ変可能			0
機能	キノー	キノウ	機能	名詞-普通名詞-サ変可能			1
-	-	-	-	記号-一般			0
GIGAZINE	GIGAZINE	GIGAZINE	GIGAZINE	名詞-普通名詞-一般			0
Windows	Windows	Windows	Windows	名詞-普通名詞-一般			0
11	11	11	11	名詞-数詞			0
の	ノ	ノ	の	助詞-格助詞			
Recall	Recall	Recall	Recall	名詞-普通名詞-一般			0
は	ワ	ハ	は	助詞-係助詞			
、			、	補助記号-読点			
その	ソノ	ソノ	其の	連体詞			0
すべて	スベテ	スベテ	全て	名詞-普通名詞-副詞可能			1
を	オ	ヲ	を	助詞-格助詞			
暗号	アンゴー	アンゴウ	暗号	名詞-普通名詞-一般			0
化	カ	カ	化	接尾辞-名詞的-サ変可能			
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
れ	レ	レル	れる	助動詞	助動詞-レル	連用形-一般	
て	テ	テ	て	助詞-接続助詞			
い	イ	イル	居る	動詞-非自立可能	上一段-ア行	未然形-一般	0
ない	ナイ	ナイ	ない	助動詞	助動詞-ナイ	連体形-一般	
SQLite	SQLite	SQLite	SQLite	名詞-普通名詞-一般			0
データベース	データベース	データーベース	データーベース-database	名詞-普通名詞-一般			4
へ	エ	ヘ	へ	助詞-格助詞			
ローカル	ローカル	ローカル	ローカル-local	名詞-普通名詞-形状詞可能			1
に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	
保存	ホゾン	ホゾン	保存	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
、			、	補助記号-読点			
スクリーン	スクリーン	スクリーン	スクリーン-screen	名詞-普通名詞-一般			3
ショット	ショット	ショット	ショット-shot	名詞-普通名詞-一般			1
は	ワ	ハ	は	助詞-係助詞			
PC	PC	PC	PC	名詞-普通名詞-一般			0
上	ジョー	ジョウ	上	接尾辞-名詞的-副詞可能			
の	ノ	ノ	の	助詞-格助詞			
「			「	補助記号-括弧開			
C	C	C	C	名詞-普通名詞-一般			0
:\	:\	:\	:\	記号-一般			0
Users	Users	Users	Users	名詞-普通名詞-一般			0
\$	\$	\$	\$	記号-一般			0
USER	USER	USER	USER	名詞-普通名詞-一般			0
\	\	\	\	記号-一般			0
AppData	AppData	AppData	AppData	名詞-普通名詞-一般			0
\	\	\	\	記号-一般			0
Local	Local	Local	Local	名詞-普通名詞-一般			0
\	\	\	\	記号-一般			0
CoreAIPlatform	CoreAIPlatform	CoreAIPlatform	CoreAIPlatform	名詞-普通名詞-一般			0
.			．	補助記号-句点			
00	00	00	00	名詞-数詞			0
\	\	\	\	記号-一般			0
UKP	UKP	UKP	UKP	名詞-普通名詞-一般			0
\{	\{	\{	\{	記号-一般			0
GUID	GUID	GUID	GUID	名詞-普通名詞-一般			0
}			｝	補助記号-括弧閉			
」			」	補助記号-括弧閉			
に	ニ	ニ	に	助詞-格助詞			
、			、	補助記号-読点			
画像	ガゾー	ガゾウ	画像	名詞-普通名詞-一般			0
は	ワ	ハ	は	助詞-係助詞			
すべて	スベテ	スベテ	全て	名詞-普通名詞-副詞可能			1
「			「	補助記号-括弧開			
.\	.\	.\	.\	記号-一般			0
ImageStore	ImageStore	ImageStore	ImageStore	名詞-普通名詞-一般			0
\」	\」	\」	\」	記号-一般			0
と	ト	ト	と	助詞-格助詞			
いう	ユー	イウ	言う	動詞-一般	五段-ワア行	連体形-一般	
サブ	サブ	サブ	サブ-sub	名詞-普通名詞-一般			1
フォルダ	フォルダ	フォルダー	フォルダー-folder	名詞-普通名詞-一般			0,1
に	ニ	ニ	に	助詞-格助詞			
保存	ホゾン	ホゾン	保存	名詞-普通名詞-サ変可能			0
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
れ	レ	レル	れる	助動詞	助動詞-レル	連用形-一般	
ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	
。			。	補助記号-句点			
TotalRecall	TotalRecall	TotalRecall	TotalRecall	名詞-普通名詞-一般			0
は	ワ	ハ	は	助詞-係助詞			
、			、	補助記号-読点			
Arm	Arm	Arm	Arm	名詞-普通名詞-一般			0
プロセッサ	プロセッサ	プロセッサー	プロセッサー-processor	名詞-普通名詞-一般			3
で	デ	デ	で	助詞-格助詞			
動作	ドーサ	ドウサ	動作	名詞-普通名詞-サ変可能			1,0
する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	0
Copilot	Copilot	Copilot	Copilot	名詞-普通名詞-一般			0
+			＋	補助記号-一般			
PC	PC	PC	PC	名詞-普通名詞-一般			0
で	デ	デ	で	助詞-格助詞			
動作	ドーサ	ドウサ	動作	名詞-普通名詞-サ変可能			1,0
する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	0
ツール	ツール	ツール	ツール-tool	名詞-普通名詞-一般			1
で	デ	デ	で	助詞-格助詞			
、			、	補助記号-読点			
データベース	データベース	データーベース	データーベース-database	名詞-普通名詞-一般			4
と	ト	ト	と	助詞-格助詞			
スクリーン	スクリーン	スクリーン	スクリーン-screen	名詞-普通名詞-一般			3
ショット	ショット	ショット	ショット-shot	名詞-普通名詞-一般			1
を	オ	ヲ	を	助詞-格助詞			
コピー	コピー	コピー	コピー-copy	名詞-普通名詞-サ変可能			1
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
、			、	補助記号-読点			
データベース	データベース	データーベース	データーベース-database	名詞-普通名詞-一般			4
を	オ	ヲ	を	助詞-格助詞			
解析	カイセキ	カイセキ	解析	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
上	ウエ	ウエ	上	名詞-普通名詞-副詞可能			0,2
で	デ	デ	で	助詞-格助詞			
、			、	補助記号-読点			
日付	ヒズケ	ヒヅケ	日付け	名詞-普通名詞-一般			0
や	ヤ	ヤ	や	助詞-副助詞			
文字	モジ	モジ	文字	名詞-普通名詞-一般			1
列	レツ	レツ	列	名詞-普通名詞-一般			1
で	デ	デ	で	助詞-格助詞			
データ	データ	データ	データ-data	名詞-普通名詞-一般			1,0
を	オ	ヲ	を	助詞-格助詞			
検索	ケンサク	ケンサク	検索	名詞-普通名詞-サ変可能			0
する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	0
こと	コト	コト	事	名詞-普通名詞-一般			2
が	ガ	ガ	が	助詞-格助詞			
でき	デキ	デキル	出来る	動詞-非自立可能	上一段-カ行	連用形-一般	2
ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	
。			。	補助記号-句点			
検索	ケンサク	ケンサク	検索	名詞-普通名詞-サ変可能			0
は	ワ	ハ	は	助詞-係助詞			
OCR	OCR	OCR	OCR	名詞-普通名詞-一般			0
機能	キノー	キノウ	機能	名詞-普通名詞-サ変可能			1
を	オ	ヲ	を	助詞-格助詞			
利用	リヨー	リヨウ	利用	名詞-普通名詞-サ変可能			0
する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	0
ため	タメ	タメ	為	名詞-普通名詞-副詞可能			2
、			、	補助記号-読点			
画像	ガゾー	ガゾウ	画像	名詞-普通名詞-一般			0
内	ナイ	ナイ	内	接尾辞-名詞的-一般			
に	ニ	ニ	に	助詞-格助詞			
文字	モジ	モジ	文字	名詞-普通名詞-一般			1
列	レツ	レツ	列	名詞-普通名詞-一般			1
が	ガ	ガ	が	助詞-格助詞			
含ま	フクマ	フクム	含む	動詞-一般	五段-マ行	未然形-一般	2
れる	レル	レル	れる	助動詞	助動詞-レル	連体形-一般	
場合	バアイ	バアイ	場合	名詞-普通名詞-副詞可能			0
で	デ	デ	で	助詞-格助詞			
も	モ	モ	も	助詞-係助詞			
検索	ケンサク	ケンサク	検索	名詞-普通名詞-サ変可能			0
する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	0
こと	コト	コト	事	名詞-普通名詞-一般			2
が	ガ	ガ	が	助詞-格助詞			
可能	カノー	カノウ	可能	形状詞-一般			0
。			。	補助記号-句点			
また	マタ	マタ	又	接続詞			0
、			、	補助記号-読点			
TotalRecall	TotalRecall	TotalRecall	TotalRecall	名詞-普通名詞-一般			0
は	ワ	ハ	は	助詞-係助詞			
キャプチャ	キャプチャ	キャプチャー	キャプチャー-capture	名詞-普通名詞-サ変可能			0
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
れ	レ	レル	れる	助動詞	助動詞-レル	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
ウィンドウ	ウィンドー	ウインドー	ウインドー-window	名詞-普通名詞-一般			0,1
や	ヤ	ヤ	や	助詞-副助詞			
画像	ガゾー	ガゾウ	画像	名詞-普通名詞-一般			0
の	ノ	ノ	の	助詞-格助詞			
数	カズ	カズ	数	名詞-普通名詞-一般			1
など	ナド	ナド	など	助詞-副助詞			
、			、	補助記号-読点			
抽出	チューシュツ	チュウシュツ	抽出	名詞-普通名詞-サ変可能			0
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
れ	レ	レル	れる	助動詞	助動詞-レル	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
データ	データ	データ	データ-data	名詞-普通名詞-一般			1,0
の	ノ	ノ	の	助詞-格助詞			
概要	ガイヨー	ガイヨウ	概要	名詞-普通名詞-一般			0
も	モ	モ	も	助詞-係助詞			
生成	セーセー	セイセイ	生成	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
くれる	クレル	クレル	呉れる	動詞-非自立可能	下一段-ラ行	終止形-一般	0
と	ト	ト	と	助詞-格助詞			
の	ノ	ノ	の	助詞-格助詞			
こと	コト	コト	事	名詞-普通名詞-一般			2
。			。	補助記号-句点			
さらに	サラニ	サラニ	更に	接続詞			1
、			、	補助記号-読点			
キャプチャ	キャプチャ	キャプチャー	キャプチャー-capture	名詞-普通名詞-サ変可能			0
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
れ	レ	レル	れる	助動詞	助動詞-レル	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
すべて	スベテ	スベテ	全て	名詞-普通名詞-副詞可能			1
の	ノ	ノ	の	助詞-格助詞			
データ	データ	データ	データ-data	名詞-普通名詞-一般			1,0
と	ト	ト	と	助詞-格助詞			
検索	ケンサク	ケンサク	検索	名詞-普通名詞-サ変可能			0
結果	ケッカ	ケッカ	結果	名詞-普通名詞-副詞可能			0,1
を	オ	ヲ	を	助詞-格助詞			
リスト	リスト	リスト	リスト-list	名詞-普通名詞-サ変可能			1
アップ	アップ	アップ	アップ-up	名詞-普通名詞-サ変可能			1
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
詳細	ショーサイ	ショウサイ	詳細	名詞-普通名詞-形状詞可能			0
な	ナ	ダ	だ	助動詞	助動詞-ダ	連体形-一般	
レポート	レポート	レポート	レポート-report	名詞-普通名詞-サ変可能			2
を	オ	ヲ	を	助詞-格助詞			
テキスト	テキスト	テキスト	テキスト-text	名詞-普通名詞-一般			1,2
ファイル	ファイル	ファイル	ファイル-file	名詞-普通名詞-サ変可能			1
で	デ	デ	で	助詞-格助詞			
作成	サクセー	サクセイ	作成	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
くれ	クレ	クレル	呉れる	動詞-非自立可能	下一段-ラ行	連用形-一般	0
ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	
。			。	補助記号-句点			
ハーゲナ	ハーゲナ	ハーゲナ	ハーゲナ	名詞-固有名詞-人名-一般			0
氏	シ	シ	氏	接尾辞-名詞的-一般			
に	ニ	ニ	に	助詞-格助詞			
よれ	ヨレ	ヨル	因る	動詞-一般	五段-ラ行	仮定形-一般	0
ば	バ	バ	ば	助詞-接続助詞			
、			、	補助記号-読点			
Recall	Recall	Recall	Recall	名詞-普通名詞-一般			0
に	ニ	ニ	に	助詞-格助詞			
よっ	ヨッ	ヨル	因る	動詞-一般	五段-ラ行	連用形-促音便	0
て	テ	テ	て	助詞-接続助詞			
処理	ショリ	ショリ	処理	名詞-普通名詞-サ変可能			1
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
れ	レ	レル	れる	助動詞	助動詞-レル	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
データ	データ	データ	データ-data	名詞-普通名詞-一般			1,0
は	ワ	ハ	は	助詞-係助詞			
暗号	アンゴー	アンゴウ	暗号	名詞-普通名詞-一般			0
化	カ	カ	化	接尾辞-名詞的-サ変可能			
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
れる	レル	レル	れる	助動詞	助動詞-レル	連体形-一般	
もの	モノ	モノ	物	名詞-普通名詞-サ変可能			2,0
の	ノ	ノ	の	助詞-格助詞			
、			、	補助記号-読点			
PC	PC	PC	PC	名詞-普通名詞-一般			0
に	ニ	ニ	に	助詞-格助詞			
ログ	ログ	ログ	ログ-log	名詞-普通名詞-一般			1
イン	イン	イン	イン-in	名詞-普通名詞-一般			1
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
Recall	Recall	Recall	Recall	名詞-普通名詞-一般			0
の	ノ	ノ	の	助詞-格助詞			
アプリ	アプリ	アプリ	アプリ-application	名詞-普通名詞-一般			1
を	オ	ヲ	を	助詞-格助詞			
実行	ジッコー	ジッコウ	実行	名詞-普通名詞-サ変可能			0
する	スル	スル	為る	動詞-非自立可能	サ行変格	終止形-一般	0
と	ト	ト	と	助詞-接続助詞			
、			、	補助記号-読点			
自動	ジドー	ジドウ	自動	名詞-普通名詞-一般			0
的	テキ	テキ	的	接尾辞-形状詞的			
に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	
復号	フクゴー	フクゴウ	復号	名詞-普通名詞-サ変可能			0
化	カ	カ	化	接尾辞-名詞的-サ変可能			
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
れる	レル	レル	れる	助動詞	助動詞-レル	終止形-一般	
と	ト	ト	と	助詞-格助詞			
の	ノ	ノ	の	助詞-格助詞			
こと	コト	コト	事	名詞-普通名詞-一般			2
。			。	補助記号-句点			
その	ソノ	ソノ	其の	連体詞			0
ため	タメ	タメ	為	名詞-普通名詞-副詞可能			2
、			、	補助記号-読点			
ユーザー	ユーザー	ユーザー	ユーザー-user	名詞-普通名詞-一般			1
名	メー	メイ	名	名詞-普通名詞-助数詞可能			1
と	ト	ト	と	助詞-格助詞			
パスワード	パスワード	パスワード	パスワード	名詞-普通名詞-一般			3
を	オ	ヲ	を	助詞-格助詞			
自動	ジドー	ジドウ	自動	名詞-普通名詞-一般			0
的	テキ	テキ	的	接尾辞-形状詞的			
に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	
盗む	ヌスム	ヌスム	盗む	動詞-一般	五段-マ行	連体形-一般	2
よう	ヨー	ヨウ	様	形状詞-助動詞語幹			1
な	ナ	ダ	だ	助動詞	助動詞-ダ	連体形-一般	
トロイ	トロイ	トロイ	トロイ-Troy	名詞-固有名詞-地名-一般			1
の	ノ	ノ	の	助詞-格助詞			
木馬	モクバ	モクバ	木馬	名詞-普通名詞-一般			1,0
を	オ	ヲ	を	助詞-格助詞			
改造	カイゾー	カイゾウ	改造	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
